245,SDAD,/Users/basil/University/sdad/eclass/
531,DIST,/Users/basil/University/dist/eclass/
114,OPT,/Users/basil/University/opt/eclass/
168,OS,/Users/basil/University/os/eclass/
161,ALGO,/Users/basil/University/algo/eclass/
